createDate,hum,snd,temp,light,Occupancy
2023-04-19 00:28:19.984659+0800,53,0,25,6,0
2023-04-19 00:28:50.603235+0800,53,0,25,6,0
2023-04-19 00:29:21.307942+0800,53,0,25,6,0
2023-04-19 00:29:51.989549+0800,53,0,25,6,0
2023-04-19 00:30:22.669483+0800,53,0,25,6,0
2023-04-19 00:30:53.527283+0800,53,0,25,6,0
2023-04-19 00:31:24.071197+0800,53,0,25,6,0
2023-04-19 00:31:54.788130+0800,53,0,25,6,0
2023-04-19 00:32:25.428019+0800,53,0,25,6,0
2023-04-19 00:32:56.116783+0800,54,0,25,6,0
2023-04-19 00:33:26.836233+0800,54,0,25,6,0
2023-04-19 00:33:57.499481+0800,54,0,25,6,0
2023-04-19 00:34:28.207567+0800,53,0,25,6,0
2023-04-19 00:34:58.892437+0800,53,0,25,6,0
2023-04-19 00:35:29.556026+0800,53,0,25,6,0
2023-04-19 00:36:00.270748+0800,54,0,25,6,0
2023-04-19 00:36:30.962111+0800,54,0,25,6,0
2023-04-19 00:37:01.639653+0800,54,0,25,6,0
2023-04-19 00:37:33.222931+0800,54,0,25,6,0
2023-04-19 00:38:03.105204+0800,54,0,25,6,0
2023-04-19 00:38:33.696096+0800,54,0,25,6,0
2023-04-19 00:39:06.888980+0800,54,0,25,6,0
2023-04-19 00:39:37.972629+0800,54,0,25,6,0
2023-04-19 00:40:08.266348+0800,54,0,25,6,0
2023-04-19 00:40:38.992352+0800,54,0,24,6,0
2023-04-19 00:41:09.656747+0800,54,0,25,6,0
2023-04-19 00:41:40.636400+0800,54,0,25,6,0
2023-04-19 00:42:11.135345+0800,54,0,25,6,0
2023-04-19 00:42:41.714050+0800,54,0,25,6,0
2023-04-19 00:43:12.415141+0800,54,0,25,6,0
2023-04-19 00:43:43.135614+0800,54,0,25,6,0
2023-04-19 00:44:13.914563+0800,54,0,25,6,0
2023-04-19 00:44:45.650629+0800,54,0,25,6,0
2023-04-19 00:45:15.217264+0800,54,0,25,6,0
2023-04-19 00:45:45.888681+0800,53,0,25,6,0
2023-04-19 00:46:16.597858+0800,53,0,25,6,0
2023-04-19 00:46:47.242500+0800,53,0,25,6,0
2023-04-19 00:47:18.030419+0800,54,0,25,6,0
2023-04-19 00:47:48.649175+0800,54,0,25,6,0
2023-04-19 00:48:19.522352+0800,54,0,25,6,0
2023-04-19 00:48:50.084103+0800,54,0,25,6,0
2023-04-19 00:49:20.679335+0800,54,0,25,6,0
2023-04-19 00:49:51.325830+0800,54,0,25,6,0
2023-04-19 00:50:21.986027+0800,54,0,25,6,0
2023-04-19 00:50:52.664251+0800,54,0,25,6,0
2023-04-19 00:51:23.365964+0800,54,0,25,6,0
2023-04-19 00:51:54.053728+0800,54,0,25,6,0
2023-04-19 00:52:25.337441+0800,54,0,25,6,0
2023-04-19 00:52:55.738047+0800,54,0,25,6,0
2023-04-19 00:53:26.133396+0800,54,0,25,6,0
2023-04-19 00:53:56.834267+0800,54,0,25,6,0
2023-04-19 00:54:27.491638+0800,54,0,25,6,0
2023-04-19 00:54:58.197692+0800,54,0,25,6,0
2023-04-19 00:55:28.901284+0800,54,0,25,6,0
2023-04-19 00:55:59.538690+0800,54,0,25,6,0
2023-04-19 00:56:30.267078+0800,54,0,25,6,0
2023-04-19 00:57:00.992298+0800,54,0,25,6,0
2023-04-19 00:57:31.596801+0800,54,0,25,6,0
2023-04-19 00:58:02.471511+0800,54,0,25,6,0
2023-04-19 00:58:33.072400+0800,54,0,25,6,0
2023-04-19 00:59:03.747332+0800,54,0,25,6,0
2023-04-19 00:59:34.379955+0800,54,0,25,6,0
2023-04-19 01:00:05.073601+0800,54,0,25,6,0
2023-04-19 01:00:35.745213+0800,54,0,25,6,0
2023-04-19 01:01:06.432153+0800,54,0,25,6,0
2023-04-19 01:01:37.155397+0800,54,0,25,6,0
2023-04-19 01:02:07.908425+0800,54,0,25,6,0
2023-04-19 01:02:38.508015+0800,54,0,25,6,0
2023-04-19 01:03:10.011201+0800,54,0,25,6,0
2023-04-19 01:03:39.829357+0800,54,0,25,6,0
2023-04-19 01:04:10.788727+0800,54,0,25,6,0
2023-04-19 01:04:41.434223+0800,54,0,25,6,0
2023-04-19 01:05:11.920007+0800,54,0,25,6,0
2023-04-19 01:05:42.622315+0800,54,0,25,6,0
2023-04-19 01:06:13.271559+0800,54,0,25,6,0
2023-04-19 01:06:43.978065+0800,54,0,25,6,0
2023-04-19 01:07:14.799691+0800,54,0,25,6,0
2023-04-19 01:07:45.631484+0800,54,0,25,6,0
2023-04-19 01:08:16.140026+0800,54,0,25,6,0
2023-04-19 01:08:46.727104+0800,54,0,25,6,0
2023-04-19 01:09:17.502501+0800,54,0,25,6,0
2023-04-19 01:09:48.099068+0800,54,0,25,6,0
2023-04-19 01:10:18.918600+0800,54,0,25,6,0
2023-04-19 01:10:49.662917+0800,54,0,25,6,0
2023-04-19 01:11:20.198717+0800,54,0,25,6,0
2023-04-19 01:11:50.881725+0800,54,0,25,6,0
2023-04-19 01:12:21.503669+0800,54,0,25,6,0
2023-04-19 01:12:52.195732+0800,54,0,25,6,0
2023-04-19 01:13:22.872464+0800,54,0,25,6,0
2023-04-19 01:13:53.547803+0800,54,0,25,6,0
2023-04-19 01:14:24.240106+0800,54,0,25,6,0
2023-04-19 01:14:55.092934+0800,54,0,25,6,0
2023-04-19 01:15:25.615334+0800,54,0,25,6,0
2023-04-19 01:15:56.810028+0800,54,0,25,6,0
2023-04-19 01:16:27.097516+0800,54,0,25,6,0
2023-04-19 01:16:57.738317+0800,54,0,25,6,0
2023-04-19 01:17:28.358133+0800,54,0,25,6,0
2023-04-19 01:17:59.052412+0800,54,0,25,6,0
2023-04-19 01:18:29.725146+0800,54,0,25,6,0
2023-04-19 01:19:00.469498+0800,54,0,25,6,0
2023-04-19 01:19:31.112249+0800,54,0,25,6,0
2023-04-19 01:20:01.796028+0800,54,0,25,6,0
2023-04-19 01:20:32.579386+0800,54,0,25,6,0
2023-04-19 01:21:03.231460+0800,54,0,25,6,0
2023-04-19 01:21:33.853032+0800,54,0,25,6,0
2023-04-19 01:22:04.527311+0800,54,0,25,6,0
2023-04-19 01:22:35.216883+0800,54,0,25,6,0
2023-04-19 01:23:05.985208+0800,54,0,25,6,0
2023-04-19 01:23:36.589940+0800,54,0,25,6,0
2023-04-19 01:24:07.956117+0800,54,0,25,6,0
2023-04-19 01:24:38.142668+0800,54,0,25,6,0
2023-04-19 01:25:08.657228+0800,54,0,25,6,0
2023-04-19 01:25:39.356223+0800,53,0,25,6,0
2023-04-19 01:26:10.015671+0800,53,0,25,6,0
2023-04-19 01:26:40.885199+0800,53,0,25,6,0
2023-04-19 01:27:11.400089+0800,53,0,25,6,0
2023-04-19 01:27:42.116553+0800,54,0,25,6,0
2023-04-19 01:28:12.769991+0800,54,0,25,6,0
2023-04-19 01:28:43.477315+0800,54,0,25,6,0
2023-04-19 01:29:14.222098+0800,54,0,25,6,0
2023-04-19 01:29:44.971692+0800,54,0,25,6,0
2023-04-19 01:30:15.575177+0800,54,0,25,6,0
2023-04-19 01:30:46.271439+0800,54,0,25,6,0
2023-04-19 01:31:16.952948+0800,54,0,25,6,0
2023-04-19 01:31:47.750632+0800,54,0,25,6,0
2023-04-19 01:32:18.231395+0800,54,0,25,6,0
2023-04-19 01:32:48.976124+0800,54,0,25,6,0
2023-04-19 01:33:19.700931+0800,54,0,25,6,0
2023-04-19 01:33:50.292595+0800,54,0,25,6,0
2023-04-19 01:34:23.503133+0800,54,0,25,6,0
2023-04-19 01:34:54.181125+0800,54,0,25,6,0
2023-04-19 01:35:24.935434+0800,54,0,25,6,0
2023-04-19 01:35:55.558047+0800,54,0,25,6,0
2023-04-19 01:36:26.271853+0800,54,0,25,6,0
2023-04-19 01:36:56.999956+0800,54,0,25,6,0
2023-04-19 01:37:27.680401+0800,54,0,25,6,0
2023-04-19 01:37:58.330712+0800,54,0,25,6,0
2023-04-19 01:38:29.067208+0800,54,0,25,6,0
2023-04-19 01:38:59.727882+0800,54,0,25,6,0
2023-04-19 01:39:30.399128+0800,54,0,25,6,0
2023-04-19 01:40:01.072170+0800,54,0,25,6,0
2023-04-19 01:40:31.736546+0800,54,0,25,6,0
2023-04-19 01:41:02.448729+0800,54,0,25,6,0
2023-04-19 01:41:33.273243+0800,54,0,25,6,0
2023-04-19 01:42:03.799459+0800,54,0,25,6,0
2023-04-19 01:42:34.500359+0800,54,0,25,6,0
2023-04-19 01:43:05.198183+0800,54,0,25,6,0
2023-04-19 01:43:35.905755+0800,54,0,25,6,0
2023-04-19 01:44:06.554922+0800,54,0,25,6,0
2023-04-19 01:44:37.817430+0800,54,0,25,6,0
2023-04-19 01:45:08.064693+0800,54,0,25,6,0
2023-04-19 01:45:41.187702+0800,54,0,25,6,0
2023-04-19 01:46:11.867571+0800,54,0,25,6,0
2023-04-19 01:46:42.535993+0800,54,0,25,6,0
2023-04-19 01:47:13.198912+0800,54,0,25,6,0
2023-04-19 01:47:43.898932+0800,54,0,25,6,0
2023-04-19 01:48:14.742917+0800,54,0,25,6,0
2023-04-19 01:48:45.278610+0800,54,0,25,6,0
2023-04-19 01:49:16.048815+0800,54,0,25,6,0
2023-04-19 01:49:46.648490+0800,54,0,25,6,0
2023-04-19 01:50:17.571002+0800,54,0,25,6,0
2023-04-19 01:50:48.699076+0800,54,0,25,6,0
2023-04-19 01:51:19.005551+0800,54,0,25,6,0
2023-04-19 01:51:49.480353+0800,54,0,25,6,0
2023-04-19 01:52:20.109937+0800,54,0,25,6,0
2023-04-19 01:52:50.827682+0800,54,0,25,6,0
2023-04-19 01:53:21.432062+0800,54,0,25,6,0
2023-04-19 01:53:52.137979+0800,54,0,25,6,0
2023-04-19 01:54:22.802469+0800,54,0,25,6,0
2023-04-19 01:54:53.536127+0800,54,0,25,6,0
2023-04-19 01:55:24.159389+0800,54,0,25,6,0
2023-04-19 01:55:54.984085+0800,54,0,25,6,0
2023-04-19 01:56:25.586738+0800,54,0,25,6,0
2023-04-19 01:56:56.221150+0800,54,0,25,6,0
2023-04-19 01:57:26.939182+0800,54,0,25,6,0
2023-04-19 01:57:57.609771+0800,54,0,25,6,0
2023-04-19 01:58:28.359347+0800,54,0,25,6,0
2023-04-19 01:58:59.019948+0800,54,0,25,6,0
2023-04-19 01:59:29.641840+0800,54,0,25,6,0
2023-04-19 02:00:00.327327+0800,54,0,25,6,0
2023-04-19 02:00:31.033717+0800,54,0,25,6,0
2023-04-19 02:01:01.694509+0800,54,0,25,6,0
2023-04-19 02:01:32.399099+0800,54,0,25,6,0
2023-04-19 02:02:03.453395+0800,54,0,25,6,0
2023-04-19 02:02:33.760717+0800,55,0,25,6,0
2023-04-19 02:03:04.457788+0800,54,0,25,6,0
2023-04-19 02:03:35.126414+0800,54,0,25,6,0
2023-04-19 02:04:05.918958+0800,54,0,25,6,0
2023-04-19 02:04:36.562619+0800,54,0,25,6,0
2023-04-19 02:05:07.181795+0800,54,0,25,6,0
2023-04-19 02:05:37.840084+0800,54,0,25,6,0
2023-04-19 02:06:08.554140+0800,54,0,25,6,0
2023-04-19 02:06:39.223021+0800,55,0,25,6,0
2023-04-19 02:07:09.921540+0800,55,0,25,6,0
2023-04-19 02:07:41.204837+0800,55,0,25,6,0
2023-04-19 02:08:11.339704+0800,55,0,25,6,0
2023-04-19 02:08:41.974473+0800,55,0,25,6,0
2023-04-19 02:09:12.676710+0800,55,0,25,6,0
2023-04-19 02:09:43.456422+0800,55,0,25,6,0
2023-04-19 02:10:14.175883+0800,55,0,25,6,0
2023-04-19 02:10:45.058957+0800,55,0,25,6,0
2023-04-19 02:11:15.574663+0800,55,0,25,6,0
2023-04-19 02:11:46.176827+0800,55,0,25,6,0
2023-04-19 02:12:16.798833+0800,55,0,25,6,0
2023-04-19 02:12:48.991403+0800,55,0,24,6,0
2023-04-19 02:13:18.222862+0800,55,0,25,6,0
2023-04-19 02:13:49.023749+0800,55,0,25,6,0
2023-04-19 02:14:19.865801+0800,55,0,25,6,0
2023-04-19 02:14:50.222195+0800,55,0,25,6,0
2023-04-19 02:15:20.926896+0800,55,0,25,6,0
2023-04-19 02:15:51.632952+0800,55,0,25,6,0
2023-04-19 02:16:22.324627+0800,55,0,25,6,0
2023-04-19 02:16:53.000479+0800,55,0,25,6,0
2023-04-19 02:17:23.758397+0800,55,0,25,6,0
2023-04-19 02:17:54.410590+0800,55,0,25,6,0
2023-04-19 02:18:25.080054+0800,54,0,25,6,0
2023-04-19 02:18:55.769297+0800,54,0,25,6,0
2023-04-19 02:19:26.641922+0800,54,0,25,6,0
2023-04-19 02:19:57.330002+0800,54,0,25,6,0
2023-04-19 02:20:27.904868+0800,54,0,25,6,0
2023-04-19 02:20:58.531235+0800,54,0,25,6,0
2023-04-19 02:21:29.213913+0800,54,0,25,6,0
2023-04-19 02:21:59.884952+0800,55,0,25,6,0
2023-04-19 02:22:30.524169+0800,55,0,25,6,0
2023-04-19 02:23:01.260935+0800,55,0,25,6,0
2023-04-19 02:23:31.962736+0800,55,0,25,6,0
2023-04-19 02:24:02.558193+0800,55,0,25,6,0
2023-04-19 02:24:33.256136+0800,55,0,25,6,0
2023-04-19 02:25:03.922022+0800,55,0,25,6,0
2023-04-19 02:25:34.592632+0800,55,0,25,6,0
2023-04-19 02:26:05.256710+0800,55,0,25,6,0
2023-04-19 02:26:35.954863+0800,55,0,25,6,0
2023-04-19 02:27:06.642507+0800,55,0,25,6,0
2023-04-19 02:27:37.521921+0800,55,0,25,6,0
2023-04-19 02:28:08.396398+0800,55,0,25,6,0
2023-04-19 02:28:38.707868+0800,55,0,25,6,0
2023-04-19 02:29:09.360791+0800,55,0,25,6,0
2023-04-19 02:29:40.017515+0800,54,0,25,6,0
2023-04-19 02:30:10.869869+0800,54,0,25,6,0
2023-04-19 02:30:41.429669+0800,54,0,25,6,0
2023-04-19 02:31:12.077629+0800,54,0,25,6,0
2023-04-19 02:31:42.757490+0800,54,0,25,6,0
2023-04-19 02:32:13.417843+0800,54,0,25,6,0
2023-04-19 02:32:44.718165+0800,54,0,25,6,0
2023-04-19 02:33:15.292291+0800,55,0,25,6,0
2023-04-19 02:33:45.532096+0800,55,0,25,6,0
2023-04-19 02:34:16.221218+0800,55,0,25,6,0
2023-04-19 02:34:46.851383+0800,55,0,25,6,0
2023-04-19 02:35:18.049358+0800,55,0,25,6,0
2023-04-19 02:35:48.296976+0800,55,0,25,6,0
2023-04-19 02:36:19.412364+0800,55,0,25,6,0
2023-04-19 02:36:49.525518+0800,55,0,25,6,0
2023-04-19 02:37:20.231580+0800,55,0,25,6,0
2023-04-19 02:37:50.916476+0800,55,0,25,6,0
2023-04-19 02:38:21.813154+0800,55,0,25,6,0
2023-04-19 02:38:52.529963+0800,55,0,25,6,0
2023-04-19 02:39:23.235878+0800,55,0,25,6,0
2023-04-19 02:39:53.776618+0800,55,0,25,6,0
2023-04-19 02:40:24.430919+0800,55,0,25,6,0
2023-04-19 02:40:55.208888+0800,55,0,25,6,0
2023-04-19 02:41:26.013141+0800,55,0,25,6,0
2023-04-19 02:41:56.628523+0800,55,0,25,6,0
2023-04-19 02:42:27.374666+0800,55,0,25,6,0
2023-04-19 02:43:00.627029+0800,55,0,25,6,0
2023-04-19 02:43:31.321258+0800,55,0,25,6,0
2023-04-19 02:44:01.903561+0800,55,0,25,6,0
2023-04-19 02:44:32.739201+0800,55,0,25,6,0
2023-04-19 02:45:03.227038+0800,55,0,25,6,0
2023-04-19 02:45:33.912708+0800,55,0,25,6,0
2023-04-19 02:46:04.632301+0800,55,0,25,6,0
2023-04-19 02:46:35.335457+0800,55,0,25,6,0
2023-04-19 02:47:06.025036+0800,55,0,25,6,0
2023-04-19 02:47:36.717831+0800,55,0,25,6,0
2023-04-19 02:48:07.628173+0800,55,0,25,6,0
2023-04-19 02:48:38.234962+0800,55,0,25,6,0
2023-04-19 02:49:08.805694+0800,55,0,25,6,0
2023-04-19 02:49:39.498038+0800,55,0,25,6,0
2023-04-19 02:50:10.141993+0800,55,0,25,6,0
2023-04-19 02:50:40.840999+0800,55,0,25,6,0
2023-04-19 02:51:11.497539+0800,55,0,25,6,0
2023-04-19 02:51:42.221850+0800,55,0,25,6,0
2023-04-19 02:52:13.325462+0800,55,0,25,6,0
2023-04-19 02:52:43.656409+0800,55,0,24,6,0
2023-04-19 02:53:14.292300+0800,55,0,24,6,0
2023-04-19 02:53:44.957962+0800,55,0,25,6,0
2023-04-19 02:54:15.648814+0800,55,0,25,6,0
2023-04-19 02:54:46.324838+0800,55,0,25,6,0
2023-04-19 02:55:17.158087+0800,55,0,25,6,0
2023-04-19 02:55:50.219453+0800,55,0,25,6,0
2023-04-19 02:56:20.911375+0800,55,0,25,6,0
2023-04-19 02:56:51.614997+0800,55,0,25,6,0
2023-04-19 02:57:22.328157+0800,55,0,25,6,0
2023-04-19 02:57:52.966918+0800,55,0,25,6,0
2023-04-19 02:58:23.656471+0800,55,0,25,6,0
2023-04-19 02:58:54.322104+0800,55,0,25,6,0
2023-04-19 02:59:27.798734+0800,55,0,25,6,0
2023-04-19 02:59:58.214676+0800,55,0,25,6,0
2023-04-19 03:00:28.869792+0800,55,0,25,6,0
2023-04-19 03:00:59.555325+0800,55,0,24,6,0
2023-04-19 03:01:32.835323+0800,55,0,25,6,0
2023-04-19 03:02:03.487262+0800,55,0,25,6,0
2023-04-19 03:02:34.157005+0800,55,0,25,6,0
2023-04-19 03:03:04.847006+0800,55,0,25,6,0
2023-04-19 03:03:35.539088+0800,55,0,25,6,0
2023-04-19 03:04:08.756583+0800,55,0,25,6,0
2023-04-19 03:04:39.577103+0800,55,0,25,6,0
2023-04-19 03:05:10.148557+0800,55,0,25,6,0
2023-04-19 03:05:41.016302+0800,55,0,25,6,0
2023-04-19 03:06:11.558397+0800,55,0,25,6,0
2023-04-19 03:06:42.204417+0800,55,0,25,6,0
2023-04-19 03:07:14.155784+0800,55,0,25,6,0
2023-04-19 03:07:43.853306+0800,55,0,25,6,0
2023-04-19 03:08:15.332205+0800,55,0,25,6,0
2023-04-19 03:08:45.583323+0800,55,0,25,6,0
2023-04-19 03:09:15.845304+0800,55,0,25,6,0
2023-04-19 03:09:46.392866+0800,55,0,25,6,0
2023-04-19 03:10:17.054795+0800,55,0,25,6,0
2023-04-19 03:10:47.976443+0800,55,0,25,6,0
2023-04-19 03:11:18.383972+0800,55,0,25,6,0
2023-04-19 03:11:49.212444+0800,55,0,25,6,0
2023-04-19 03:12:19.703888+0800,55,0,25,6,0
2023-04-19 03:12:50.379879+0800,55,0,25,6,0
2023-04-19 03:13:21.094897+0800,55,0,25,6,0
2023-04-19 03:13:51.784872+0800,55,0,25,6,0
2023-04-19 03:14:22.464204+0800,55,0,25,6,0
2023-04-19 03:14:53.158355+0800,55,0,25,6,0
2023-04-19 03:15:23.878776+0800,55,0,25,6,0
2023-04-19 03:15:54.650856+0800,55,0,25,6,0
2023-04-19 03:16:25.242401+0800,55,0,25,6,0
2023-04-19 03:16:55.935361+0800,55,0,25,6,0
2023-04-19 03:17:26.959658+0800,55,0,25,6,0
2023-04-19 03:17:57.491203+0800,55,0,25,6,0
2023-04-19 03:18:28.011759+0800,55,0,25,6,0
2023-04-19 03:18:58.685257+0800,55,0,25,6,0
2023-04-19 03:19:29.366818+0800,55,0,25,6,0
2023-04-19 03:20:00.051342+0800,54,0,25,6,0
2023-04-19 03:20:31.946120+0800,54,0,25,6,0
2023-04-19 03:21:01.435354+0800,54,0,25,6,0
2023-04-19 03:21:32.116425+0800,54,0,25,6,0
2023-04-19 03:22:02.833146+0800,54,0,25,6,0
2023-04-19 03:22:33.504493+0800,54,0,25,6,0
2023-04-19 03:23:04.196380+0800,54,0,25,6,0
2023-04-19 03:23:34.897462+0800,54,0,25,6,0
2023-04-19 03:24:05.574369+0800,54,0,25,6,0
2023-04-19 03:24:36.261706+0800,54,0,25,6,0
2023-04-19 03:25:06.912680+0800,54,0,25,6,0
2023-04-19 03:25:38.143866+0800,54,0,25,6,0
2023-04-19 03:26:08.227277+0800,54,0,25,6,0
2023-04-19 03:26:38.915680+0800,54,0,25,6,0
2023-04-19 03:27:09.585390+0800,54,0,25,6,0
2023-04-19 03:27:40.842359+0800,54,0,25,6,0
2023-04-19 03:28:10.941447+0800,54,0,25,6,0
2023-04-19 03:28:41.603238+0800,54,0,25,6,0
2023-04-19 03:29:12.311567+0800,54,0,25,6,0
2023-04-19 03:29:42.982924+0800,55,0,25,6,0
2023-04-19 03:30:13.680883+0800,55,0,25,6,0
2023-04-19 03:30:45.104699+0800,55,0,25,6,0
2023-04-19 03:31:15.248652+0800,55,0,25,6,0
2023-04-19 03:31:45.707171+0800,55,0,25,6,0
2023-04-19 03:32:16.524167+0800,55,0,25,6,0
2023-04-19 03:32:47.072215+0800,55,0,25,6,0
2023-04-19 03:33:17.778756+0800,55,0,25,6,0
2023-04-19 03:33:48.713337+0800,55,0,25,6,0
2023-04-19 03:34:19.335997+0800,55,0,25,6,0
2023-04-19 03:34:49.908538+0800,55,0,25,6,0
2023-04-19 03:35:20.458821+0800,55,0,25,6,0
2023-04-19 03:35:51.180107+0800,55,0,25,6,0
2023-04-19 03:36:21.924424+0800,55,0,25,6,0
2023-04-19 03:36:52.662249+0800,55,0,25,6,0
2023-04-19 03:37:23.244994+0800,55,0,25,6,0
2023-04-19 03:37:54.312522+0800,55,0,25,6,0
2023-04-19 03:38:24.674872+0800,55,0,25,6,0
2023-04-19 03:38:55.338909+0800,55,0,25,6,0
2023-04-19 03:39:26.046389+0800,55,0,25,6,0
2023-04-19 03:39:57.012537+0800,55,0,25,6,0
2023-04-19 03:40:27.550423+0800,55,0,25,6,0
2023-04-19 03:40:58.118706+0800,55,0,25,6,0
2023-04-19 03:41:28.806227+0800,55,0,25,6,0
2023-04-19 03:41:59.544812+0800,55,0,25,6,0
2023-04-19 03:42:30.234917+0800,55,0,25,6,0
2023-04-19 03:43:00.955615+0800,55,0,25,6,0
2023-04-19 03:43:31.652534+0800,55,0,25,6,0
2023-04-19 03:44:02.364105+0800,55,0,25,6,0
2023-04-19 03:44:33.079072+0800,55,0,25,6,0
2023-04-19 03:45:03.734399+0800,55,0,25,6,0
2023-04-19 03:45:34.419634+0800,55,0,25,6,0
2023-04-19 03:46:05.141444+0800,55,0,25,6,0
2023-04-19 03:46:35.854689+0800,55,0,25,6,0
2023-04-19 03:47:06.530330+0800,55,0,25,6,0
2023-04-19 03:47:37.772055+0800,55,0,25,6,0
2023-04-19 03:48:08.089522+0800,55,0,25,6,0
2023-04-19 03:48:38.637281+0800,55,0,25,6,0
2023-04-19 03:49:09.277957+0800,55,0,25,6,0
2023-04-19 03:49:39.956677+0800,55,0,25,6,0
2023-04-19 03:50:11.023501+0800,55,0,25,6,0
2023-04-19 03:50:41.337297+0800,55,0,25,6,0
2023-04-19 03:51:12.007029+0800,55,0,25,6,0
2023-04-19 03:51:42.711219+0800,55,0,25,6,0
2023-04-19 03:52:13.408707+0800,55,0,25,6,0
2023-04-19 03:52:44.131863+0800,55,0,25,6,0
2023-04-19 03:53:14.937676+0800,55,0,25,6,0
2023-04-19 03:53:45.469201+0800,55,0,25,6,0
2023-04-19 03:54:16.278695+0800,55,0,25,6,0
2023-04-19 03:54:46.875101+0800,55,0,25,6,0
2023-04-19 03:55:18.174971+0800,55,0,25,6,0
2023-04-19 03:55:48.792665+0800,55,0,25,6,0
2023-04-19 03:56:19.995564+0800,55,0,25,6,0
2023-04-19 03:56:49.917801+0800,55,0,25,6,0
2023-04-19 03:57:20.302343+0800,55,0,25,6,0
2023-04-19 03:57:51.050425+0800,55,0,25,6,0
2023-04-19 03:58:21.713678+0800,55,0,25,6,0
2023-04-19 03:58:52.344028+0800,55,0,25,6,0
2023-04-19 03:59:23.039522+0800,55,0,25,6,0
2023-04-19 03:59:53.771751+0800,55,0,25,6,0
2023-04-19 04:00:24.437979+0800,55,0,25,6,0
2023-04-19 04:00:54.962295+0800,56,0,25,6,0
2023-04-19 04:01:25.681679+0800,56,0,25,6,0
2023-04-19 04:01:56.533841+0800,56,0,25,6,0
2023-04-19 04:02:27.677425+0800,55,0,25,6,0
2023-04-19 04:02:57.824702+0800,55,0,25,6,0
2023-04-19 04:03:28.345955+0800,55,0,25,6,0
2023-04-19 04:03:59.039494+0800,55,0,25,6,0
2023-04-19 04:04:29.761938+0800,55,0,25,6,0
2023-04-19 04:05:00.489462+0800,55,0,25,6,0
2023-04-19 04:05:31.171846+0800,55,0,25,6,0
2023-04-19 04:06:01.900640+0800,55,0,25,6,0
